unique_id,salzone,season,station,sampledate,samplenumber,metric,value,score,ibi_score,rating
ret5.2_ap_fs1_2015-07-07,o,summer,ret5.2,2015-07-07,fs1,doc,4.21,1,1.31,poor
ret5.2_ap_fs1_2015-08-13,o,summer,ret5.2,2015-08-13,fs1,doc,4.35,1,2.45,fair_poor
ret5.2_ap_fs1_2015-09-02,o,summer,ret5.2,2015-09-02,fs1,doc,4.45,1,1.41,poor
tf3.3_ap_fs1_2015-09-09,o,summer,tf3.3,2015-09-09,fs1,doc,4.64,1,1.35,poor
tf3.3_ap_fs1_2016-07-21,o,summer,tf3.3,2016-07-21,fs1,doc,4.1,1,1.31,poor
ret5.2_ap_fs1_2016-08-02,o,summer,ret5.2,2016-08-02,fs1,doc,3.77,3,3,fair
tf3.3_ap_fs1_2016-08-09,o,summer,tf3.3,2016-08-09,fs1,doc,4.05,1,1.28,poor
ret3.1_ap_fs1_2013-07-09,o,summer,ret3.1,2013-07-09,fs1,pheophytin,9.34,1,1.31,poor
ret3.1_ap_fs1_2013-08-13,o,summer,ret3.1,2013-08-13,fs1,pheophytin,8.17,1,1.38,poor
ret5.2_ap_fs1_2013-08-15,o,summer,ret5.2,2013-08-15,fs1,pheophytin,4.68,1,2.46,fair_poor
ret5.2_ap_fs1_2013-09-04,o,summer,ret5.2,2013-09-04,fs1,pheophytin,5.58,1,2.46,fair_poor
tf3.3_ap_fs1_2013-09-10,o,summer,tf3.3,2013-09-10,fs1,pheophytin,6.94,1,1.33,poor
ret5.2_ap_fs1_2014-07-01,o,summer,ret5.2,2014-07-01,fs1,pheophytin,6.67,1,1.38,poor
ret3.1_ap_fs1_2014-07-08,o,summer,ret3.1,2014-07-08,fs1,pheophytin,6.19,1,1.9,poor
ret5.2_ap_fs1_2014-08-05,o,summer,ret5.2,2014-08-05,fs1,pheophytin,4.42,1,1.33,poor
ret3.1_ap_fs1_2014-08-14,o,summer,ret3.1,2014-08-14,fs1,pheophytin,12.8,1,1.89,poor
tf3.3_ap_fs1_2014-08-14,o,summer,tf3.3,2014-08-14,fs1,pheophytin,15.9,1,1.9,poor
ret5.2_ap_fs1_2014-09-03,o,summer,ret5.2,2014-09-03,fs1,pheophytin,4.69,1,3,fair
tf3.3_ap_fs1_2014-09-17,o,summer,tf3.3,2014-09-17,fs1,pheophytin,9.95,1,1.89,poor
ret5.2_ap_fs1_2015-07-07,o,summer,ret5.2,2015-07-07,fs1,pheophytin,6.96,1,1.31,poor
ret5.2_ap_fs1_2015-08-13,o,summer,ret5.2,2015-08-13,fs1,pheophytin,14.6,1,2.45,fair_poor
ret5.2_ap_fs1_2015-09-02,o,summer,ret5.2,2015-09-02,fs1,pheophytin,7.3,1,1.41,poor
tf3.3_ap_fs1_2015-09-09,o,summer,tf3.3,2015-09-09,fs1,pheophytin,11.6,1,1.35,poor
tf3.3_ap_fs1_2016-07-21,o,summer,tf3.3,2016-07-21,fs1,pheophytin,2.84,1,1.31,poor
ret5.2_ap_fs1_2016-08-02,o,summer,ret5.2,2016-08-02,fs1,pheophytin,7.91,1,3,fair
tf3.3_ap_fs1_2016-08-09,o,summer,tf3.3,2016-08-09,fs1,pheophytin,7.44,1,1.28,poor
ret3.1_ap_fs1_2013-07-09,o,summer,ret3.1,2013-07-09,fs1,diatom_biomass,,,1.31,poor
ret3.1_ap_fs1_2013-07-09,o,summer,ret3.1,2013-07-09,fs1,diatom_biomass,4.2791269,3,1.31,poor
ret3.1_ap_fs1_2013-08-13,o,summer,ret3.1,2013-08-13,fs1,diatom_biomass,,,1.38,poor
ret3.1_ap_fs1_2013-08-13,o,summer,ret3.1,2013-08-13,fs1,diatom_biomass,4.2791269,3,1.38,poor
ret5.2_ap_fs1_2013-08-15,o,summer,ret5.2,2013-08-15,fs1,diatom_biomass,,,2.46,fair_poor
ret5.2_ap_fs1_2013-08-15,o,summer,ret5.2,2013-08-15,fs1,diatom_biomass,4.2791269,3,2.46,fair_poor
ret5.2_ap_fs1_2013-09-04,o,summer,ret5.2,2013-09-04,fs1,diatom_biomass,,,2.46,fair_poor
ret5.2_ap_fs1_2013-09-04,o,summer,ret5.2,2013-09-04,fs1,diatom_biomass,4.2791269,3,2.46,fair_poor
tf3.3_ap_fs1_2013-09-10,o,summer,tf3.3,2013-09-10,fs1,diatom_biomass,,,1.33,poor
tf3.3_ap_fs1_2013-09-10,o,summer,tf3.3,2013-09-10,fs1,diatom_biomass,4.2791269,3,1.33,poor
ret5.2_ap_fs1_2014-07-01,o,summer,ret5.2,2014-07-01,fs1,diatom_biomass,,,1.38,poor
ret5.2_ap_fs1_2014-07-01,o,summer,ret5.2,2014-07-01,fs1,diatom_biomass,4.2791269,3,1.38,poor
ret3.1_ap_fs1_2014-07-08,o,summer,ret3.1,2014-07-08,fs1,diatom_biomass,,,1.9,poor
ret3.1_ap_fs1_2014-07-08,o,summer,ret3.1,2014-07-08,fs1,diatom_biomass,4.2791269,3,1.9,poor
ret5.2_ap_fs1_2014-08-05,o,summer,ret5.2,2014-08-05,fs1,diatom_biomass,,,1.33,poor
ret5.2_ap_fs1_2014-08-05,o,summer,ret5.2,2014-08-05,fs1,diatom_biomass,4.2791269,3,1.33,poor
ret3.1_ap_fs1_2014-08-14,o,summer,ret3.1,2014-08-14,fs1,diatom_biomass,,,1.89,poor
ret3.1_ap_fs1_2014-08-14,o,summer,ret3.1,2014-08-14,fs1,diatom_biomass,4.2791269,3,1.89,poor
tf3.3_ap_fs1_2014-08-14,o,summer,tf3.3,2014-08-14,fs1,diatom_biomass,,,1.9,poor
tf3.3_ap_fs1_2014-08-14,o,summer,tf3.3,2014-08-14,fs1,diatom_biomass,4.2791269,3,1.9,poor
ret5.2_ap_fs1_2014-09-03,o,summer,ret5.2,2014-09-03,fs1,diatom_biomass,,,3,fair
ret5.2_ap_fs1_2014-09-03,o,summer,ret5.2,2014-09-03,fs1,diatom_biomass,4.2791269,3,3,fair
tf3.3_ap_fs1_2014-09-17,o,summer,tf3.3,2014-09-17,fs1,diatom_biomass,,,1.89,poor
tf3.3_ap_fs1_2014-09-17,o,summer,tf3.3,2014-09-17,fs1,diatom_biomass,4.2791269,3,1.89,poor
ret5.2_ap_fs1_2015-07-07,o,summer,ret5.2,2015-07-07,fs1,diatom_biomass,,,1.31,poor
ret5.2_ap_fs1_2015-07-07,o,summer,ret5.2,2015-07-07,fs1,diatom_biomass,4.2791269,3,1.31,poor
ret5.2_ap_fs1_2015-08-13,o,summer,ret5.2,2015-08-13,fs1,diatom_biomass,,,2.45,fair_poor
ret5.2_ap_fs1_2015-08-13,o,summer,ret5.2,2015-08-13,fs1,diatom_biomass,4.2791269,3,2.45,fair_poor
ret5.2_ap_fs1_2015-09-02,o,summer,ret5.2,2015-09-02,fs1,diatom_biomass,,,1.41,poor
ret5.2_ap_fs1_2015-09-02,o,summer,ret5.2,2015-09-02,fs1,diatom_biomass,4.2791269,3,1.41,poor
tf3.3_ap_fs1_2015-09-09,o,summer,tf3.3,2015-09-09,fs1,diatom_biomass,,,1.35,poor
tf3.3_ap_fs1_2015-09-09,o,summer,tf3.3,2015-09-09,fs1,diatom_biomass,4.2791269,3,1.35,poor
tf3.3_ap_fs1_2016-07-21,o,summer,tf3.3,2016-07-21,fs1,diatom_biomass,,,1.31,poor
tf3.3_ap_fs1_2016-07-21,o,summer,tf3.3,2016-07-21,fs1,diatom_biomass,4.2791269,3,1.31,poor
ret5.2_ap_fs1_2016-08-02,o,summer,ret5.2,2016-08-02,fs1,diatom_biomass,,,3,fair
ret5.2_ap_fs1_2016-08-02,o,summer,ret5.2,2016-08-02,fs1,diatom_biomass,4.2791269,3,3,fair
tf3.3_ap_fs1_2016-08-09,o,summer,tf3.3,2016-08-09,fs1,diatom_biomass,,,1.28,poor
tf3.3_ap_fs1_2016-08-09,o,summer,tf3.3,2016-08-09,fs1,diatom_biomass,4.2791269,3,1.28,poor
ret3.1_ap_fs1_2013-07-09,o,summer,ret3.1,2013-07-09,fs1,cyanophyte_biomass,0.00627227,3,1.31,poor
ret3.1_ap_fs1_2013-07-09,o,summer,ret3.1,2013-07-09,fs1,cyanophyte_biomass,,,1.31,poor
ret3.1_ap_fs1_2013-08-13,o,summer,ret3.1,2013-08-13,fs1,cyanophyte_biomass,0.00627227,3,1.38,poor
ret3.1_ap_fs1_2013-08-13,o,summer,ret3.1,2013-08-13,fs1,cyanophyte_biomass,,,1.38,poor
ret5.2_ap_fs1_2013-08-15,o,summer,ret5.2,2013-08-15,fs1,cyanophyte_biomass,,,2.46,fair_poor
ret5.2_ap_fs1_2013-08-15,o,summer,ret5.2,2013-08-15,fs1,cyanophyte_biomass,0.00627227,3,2.46,fair_poor
ret5.2_ap_fs1_2013-09-04,o,summer,ret5.2,2013-09-04,fs1,cyanophyte_biomass,,,2.46,fair_poor
ret5.2_ap_fs1_2013-09-04,o,summer,ret5.2,2013-09-04,fs1,cyanophyte_biomass,0.00627227,3,2.46,fair_poor
tf3.3_ap_fs1_2013-09-10,o,summer,tf3.3,2013-09-10,fs1,cyanophyte_biomass,0.00627227,3,1.33,poor
tf3.3_ap_fs1_2013-09-10,o,summer,tf3.3,2013-09-10,fs1,cyanophyte_biomass,,,1.33,poor
ret5.2_ap_fs1_2014-07-01,o,summer,ret5.2,2014-07-01,fs1,cyanophyte_biomass,,,1.38,poor
ret5.2_ap_fs1_2014-07-01,o,summer,ret5.2,2014-07-01,fs1,cyanophyte_biomass,0.00627227,3,1.38,poor
ret3.1_ap_fs1_2014-07-08,o,summer,ret3.1,2014-07-08,fs1,cyanophyte_biomass,0.00627227,3,1.9,poor
ret3.1_ap_fs1_2014-07-08,o,summer,ret3.1,2014-07-08,fs1,cyanophyte_biomass,,,1.9,poor
ret5.2_ap_fs1_2014-08-05,o,summer,ret5.2,2014-08-05,fs1,cyanophyte_biomass,,,1.33,poor
ret5.2_ap_fs1_2014-08-05,o,summer,ret5.2,2014-08-05,fs1,cyanophyte_biomass,0.00627227,3,1.33,poor
ret3.1_ap_fs1_2014-08-14,o,summer,ret3.1,2014-08-14,fs1,cyanophyte_biomass,,,1.89,poor
ret3.1_ap_fs1_2014-08-14,o,summer,ret3.1,2014-08-14,fs1,cyanophyte_biomass,0.00627227,3,1.89,poor
tf3.3_ap_fs1_2014-08-14,o,summer,tf3.3,2014-08-14,fs1,cyanophyte_biomass,,,1.9,poor
tf3.3_ap_fs1_2014-08-14,o,summer,tf3.3,2014-08-14,fs1,cyanophyte_biomass,0.00627227,3,1.9,poor
ret5.2_ap_fs1_2014-09-03,o,summer,ret5.2,2014-09-03,fs1,cyanophyte_biomass,,,3,fair
ret5.2_ap_fs1_2014-09-03,o,summer,ret5.2,2014-09-03,fs1,cyanophyte_biomass,0.00627227,3,3,fair
tf3.3_ap_fs1_2014-09-17,o,summer,tf3.3,2014-09-17,fs1,cyanophyte_biomass,,,1.89,poor
tf3.3_ap_fs1_2014-09-17,o,summer,tf3.3,2014-09-17,fs1,cyanophyte_biomass,0.00627227,3,1.89,poor
ret5.2_ap_fs1_2015-07-07,o,summer,ret5.2,2015-07-07,fs1,cyanophyte_biomass,0.00627227,3,1.31,poor
ret5.2_ap_fs1_2015-07-07,o,summer,ret5.2,2015-07-07,fs1,cyanophyte_biomass,,,1.31,poor
ret5.2_ap_fs1_2015-08-13,o,summer,ret5.2,2015-08-13,fs1,cyanophyte_biomass,,,2.45,fair_poor
ret5.2_ap_fs1_2015-08-13,o,summer,ret5.2,2015-08-13,fs1,cyanophyte_biomass,0.00627227,3,2.45,fair_poor
ret5.2_ap_fs1_2015-09-02,o,summer,ret5.2,2015-09-02,fs1,cyanophyte_biomass,0.00627227,3,1.41,poor
ret5.2_ap_fs1_2015-09-02,o,summer,ret5.2,2015-09-02,fs1,cyanophyte_biomass,,,1.41,poor
tf3.3_ap_fs1_2015-09-09,o,summer,tf3.3,2015-09-09,fs1,cyanophyte_biomass,,,1.35,poor
tf3.3_ap_fs1_2015-09-09,o,summer,tf3.3,2015-09-09,fs1,cyanophyte_biomass,0.00627227,3,1.35,poor
tf3.3_ap_fs1_2016-07-21,o,summer,tf3.3,2016-07-21,fs1,cyanophyte_biomass,,,1.31,poor
tf3.3_ap_fs1_2016-07-21,o,summer,tf3.3,2016-07-21,fs1,cyanophyte_biomass,0.00627227,3,1.31,poor
ret5.2_ap_fs1_2016-08-02,o,summer,ret5.2,2016-08-02,fs1,cyanophyte_biomass,0.00627227,3,3,fair
ret5.2_ap_fs1_2016-08-02,o,summer,ret5.2,2016-08-02,fs1,cyanophyte_biomass,,,3,fair
tf3.3_ap_fs1_2016-08-09,o,summer,tf3.3,2016-08-09,fs1,cyanophyte_biomass,0.00627227,3,1.28,poor
tf3.3_ap_fs1_2016-08-09,o,summer,tf3.3,2016-08-09,fs1,cyanophyte_biomass,,,1.28,poor
cb6.1_ap_fs1_2013-07-15,m,summer,cb6.1,2013-07-15,fs1,total_phyto_biomass_chla_ratio,49.1187505480954,5,3.28,fair
le3.6_ap_fs1_2013-07-15,m,summer,le3.6,2013-07-15,fs1,total_phyto_biomass_chla_ratio,56.7681443875303,5,3.29,fair
ret4.3_ap_fs1_2013-07-16,m,summer,ret4.3,2013-07-16,fs1,total_phyto_biomass_chla_ratio,61.2908313012987,5,1.64,poor
cb6.1_ap_fs1_2013-08-12,m,summer,cb6.1,2013-08-12,fs1,total_phyto_biomass_chla_ratio,58.4601072501478,5,3.65,fair_good
le3.6_ap_fs1_2013-08-12,m,summer,le3.6,2013-08-12,fs1,total_phyto_biomass_chla_ratio,23.7875414958913,1,2.15,fair_poor
ret4.3_ap_fs1_2013-08-20,m,summer,ret4.3,2013-08-20,fs1,total_phyto_biomass_chla_ratio,47.6597589858729,5,1.78,poor
ret3.1_ap_fs1_2013-09-10,m,summer,ret3.1,2013-09-10,fs1,total_phyto_biomass_chla_ratio,8.84973575276382,1,1,poor
ret4.3_ap_fs1_2013-09-19,m,summer,ret4.3,2013-09-19,fs1,total_phyto_biomass_chla_ratio,52.1751163763636,5,1.77,poor
cb6.1_ap_fs1_2014-07-07,m,summer,cb6.1,2014-07-07,fs1,total_phyto_biomass_chla_ratio,52.3832558216948,5,2.92,fair
le3.6_ap_fs1_2014-07-07,m,summer,le3.6,2014-07-07,fs1,total_phyto_biomass_chla_ratio,77.2758076145203,5,2.6,fair_poor
sbe5_ap_fs1_2014-07-09,m,summer,sbe5,2014-07-09,fs1,total_phyto_biomass_chla_ratio,19.9812605346062,1,1.38,poor
ret4.3_ap_fs1_2014-07-17,m,summer,ret4.3,2014-07-17,fs1,total_phyto_biomass_chla_ratio,15.5386098901639,1,1,poor
cb6.1_ap_fs1_2014-08-04,m,summer,cb6.1,2014-08-04,fs1,total_phyto_biomass_chla_ratio,56.3887557553059,5,2.88,fair
le3.6_ap_fs1_2014-08-04,m,summer,le3.6,2014-08-04,fs1,total_phyto_biomass_chla_ratio,160.512511912253,5,3.2,fair
cb6.4_ap_fs1_2014-08-05,m,summer,cb6.4,2014-08-05,fs1,total_phyto_biomass_chla_ratio,122.067466668472,5,3.23,fair
sbe5_ap_fs1_2014-08-13,m,summer,sbe5,2014-08-13,fs1,total_phyto_biomass_chla_ratio,60.8783863684211,5,2.91,fair
ret4.3_ap_fs1_2014-08-28,m,summer,ret4.3,2014-08-28,fs1,total_phyto_biomass_chla_ratio,35.3625883772152,3,1.39,poor
sbe5_ap_fs1_2014-09-10,m,summer,sbe5,2014-09-10,fs1,total_phyto_biomass_chla_ratio,81.4170754966887,5,2.97,fair
ret4.3_ap_fs1_2014-09-16,m,summer,ret4.3,2014-09-16,fs1,total_phyto_biomass_chla_ratio,39.05076894,5,1.78,poor
cb6.1_ap_fs1_2014-09-16,m,summer,cb6.1,2014-09-16,fs1,total_phyto_biomass_chla_ratio,30.2782481944983,1,2.89,fair
le3.6_ap_fs1_2014-09-16,m,summer,le3.6,2014-09-16,fs1,total_phyto_biomass_chla_ratio,94.1245507594231,5,3.68,fair_good
ret3.1_ap_fs1_2014-09-17,m,summer,ret3.1,2014-09-17,fs1,total_phyto_biomass_chla_ratio,105.797842360526,5,1.64,poor
cb6.1_ap_fs1_2015-07-06,m,summer,cb6.1,2015-07-06,fs1,total_phyto_biomass_chla_ratio,53.138570079588,5,4.06,good
le3.6_ap_fs1_2015-07-07,m,summer,le3.6,2015-07-07,fs1,total_phyto_biomass_chla_ratio,46.0318868861292,5,4.46,good
le5.2_ap_fs1_2015-07-07,m,summer,le5.2,2015-07-07,fs1,total_phyto_biomass_chla_ratio,69.6887221694915,5,2.42,fair_poor
ret3.1_ap_fs1_2015-07-14,m,summer,ret3.1,2015-07-14,fs1,total_phyto_biomass_chla_ratio,20.1239845926702,1,1.39,poor
sbe5_ap_fs1_2015-07-15,m,summer,sbe5,2015-07-15,fs1,total_phyto_biomass_chla_ratio,121.705350241546,5,2.9,fair
ret4.3_ap_fs1_2015-07-21,m,summer,ret4.3,2015-07-21,fs1,total_phyto_biomass_chla_ratio,36.6691858149533,3,1.32,poor
le3.6_ap_fs1_2015-08-03,m,summer,le3.6,2015-08-03,fs1,total_phyto_biomass_chla_ratio,82.4325411827957,5,3.86,fair_good
cb6.1_ap_fs1_2015-08-05,m,summer,cb6.1,2015-08-05,fs1,total_phyto_biomass_chla_ratio,59.0193396725168,5,4.47,good
le5.2_ap_fs1_2015-08-13,m,summer,le5.2,2015-08-13,fs1,total_phyto_biomass_chla_ratio,67.7384577360085,5,3.86,fair_good
ret4.3_ap_fs1_2015-08-18,m,summer,ret4.3,2015-08-18,fs1,total_phyto_biomass_chla_ratio,15.1945219389685,1,1,poor
le5.2_ap_fs1_2015-09-02,m,summer,le5.2,2015-09-02,fs1,total_phyto_biomass_chla_ratio,10.5897781460674,1,2.45,fair_poor
ret3.1_ap_fs1_2015-09-09,m,summer,ret3.1,2015-09-09,fs1,total_phyto_biomass_chla_ratio,50.6847338374332,5,2.28,fair_poor
ret4.3_ap_fs1_2015-09-15,m,summer,ret4.3,2015-09-15,fs1,total_phyto_biomass_chla_ratio,40.1535444155456,5,2.55,fair_poor
le5.4_ap_fs1_2016-07-06,m,summer,le5.4,2016-07-06,fs1,total_phyto_biomass_chla_ratio,12.4893252262658,1,1.97,poor
le5.2_ap_fs1_2016-07-06,m,summer,le5.2,2016-07-06,fs1,total_phyto_biomass_chla_ratio,24.826840756447,1,1.97,poor
le3.6_ap_fs1_2016-07-11,m,summer,le3.6,2016-07-11,fs1,total_phyto_biomass_chla_ratio,166.34040251891,5,3.23,fair
sbe5_ap_fs1_2016-07-13,m,summer,sbe5,2016-07-13,fs1,total_phyto_biomass_chla_ratio,101.811277269058,5,2.89,fair
ret4.3_ap_fs1_2016-07-19,m,summer,ret4.3,2016-07-19,fs1,total_phyto_biomass_chla_ratio,36.1313787,3,1.32,poor
ret3.1_ap_fs1_2016-07-21,m,summer,ret3.1,2016-07-21,fs1,total_phyto_biomass_chla_ratio,20.6685398802139,1,1,poor
le5.2_ap_fs1_2016-08-02,m,summer,le5.2,2016-08-02,fs1,total_phyto_biomass_chla_ratio,75.0029991652893,5,3.38,fair_good
ret3.1_ap_fs1_2016-08-09,m,summer,ret3.1,2016-08-09,fs1,total_phyto_biomass_chla_ratio,11.4518981145631,1,1,poor
sbe5_ap_fs1_2016-08-10,m,summer,sbe5,2016-08-10,fs1,total_phyto_biomass_chla_ratio,200.823481439535,5,2.89,fair
ret4.3_ap_fs1_2016-08-16,m,summer,ret4.3,2016-08-16,fs1,total_phyto_biomass_chla_ratio,243.658573797674,5,1.65,poor
ret3.1_ap_fs1_2016-09-13,m,summer,ret3.1,2016-09-13,fs1,total_phyto_biomass_chla_ratio,20.1522595195122,1,1,poor
tf3.3_ap_fs1_2016-09-13,m,summer,tf3.3,2016-09-13,fs1,total_phyto_biomass_chla_ratio,14.4048827065421,1,1,poor
sbe5_ap_fs1_2016-09-14,m,summer,sbe5,2016-09-14,fs1,total_phyto_biomass_chla_ratio,21.9538205066865,1,1.78,poor
cb6.1_ap_fs1_2013-07-15,m,summer,cb6.1,2013-07-15,fs1,surface_chla,7.476,5,3.28,fair
le3.6_ap_fs1_2013-07-15,m,summer,le3.6,2013-07-15,fs1,surface_chla,9.078,3,3.29,fair
ret4.3_ap_fs1_2013-07-16,m,summer,ret4.3,2013-07-16,fs1,surface_chla,15.4,1,1.64,poor
cb6.1_ap_fs1_2013-08-12,m,summer,cb6.1,2013-08-12,fs1,surface_chla,8.188,3,3.65,fair_good
le3.6_ap_fs1_2013-08-12,m,summer,le3.6,2013-08-12,fs1,surface_chla,11.926,1,2.15,fair_poor
ret4.3_ap_fs1_2013-08-20,m,summer,ret4.3,2013-08-20,fs1,surface_chla,9.91,1,1.78,poor
ret3.1_ap_fs1_2013-09-10,m,summer,ret3.1,2013-09-10,fs1,surface_chla,19.9,1,1,poor
ret4.3_ap_fs1_2013-09-19,m,summer,ret4.3,2013-09-19,fs1,surface_chla,11,1,1.77,poor
cb6.1_ap_fs1_2014-07-07,m,summer,cb6.1,2014-07-07,fs1,surface_chla,11.926,1,2.92,fair
le3.6_ap_fs1_2014-07-07,m,summer,le3.6,2014-07-07,fs1,surface_chla,16.198,1,2.6,fair_poor
sbe5_ap_fs1_2014-07-09,m,summer,sbe5,2014-07-09,fs1,surface_chla,8.38,3,1.38,poor
ret4.3_ap_fs1_2014-07-17,m,summer,ret4.3,2014-07-17,fs1,surface_chla,42.7,1,1,poor
cb6.1_ap_fs1_2014-08-04,m,summer,cb6.1,2014-08-04,fs1,surface_chla,7.0755,5,2.88,fair
le3.6_ap_fs1_2014-08-04,m,summer,le3.6,2014-08-04,fs1,surface_chla,9.345,3,3.2,fair
cb6.4_ap_fs1_2014-08-05,m,summer,cb6.4,2014-08-05,fs1,surface_chla,4.272,5,3.23,fair
sbe5_ap_fs1_2014-08-13,m,summer,sbe5,2014-08-13,fs1,surface_chla,1.71,3,2.91,fair
ret4.3_ap_fs1_2014-08-28,m,summer,ret4.3,2014-08-28,fs1,surface_chla,15.8,1,1.39,poor
sbe5_ap_fs1_2014-09-10,m,summer,sbe5,2014-09-10,fs1,surface_chla,1.51,3,2.97,fair
ret4.3_ap_fs1_2014-09-16,m,summer,ret4.3,2014-09-16,fs1,surface_chla,11.5,1,1.78,poor
cb6.1_ap_fs1_2014-09-16,m,summer,cb6.1,2014-09-16,fs1,surface_chla,6.942,5,2.89,fair
le3.6_ap_fs1_2014-09-16,m,summer,le3.6,2014-09-16,fs1,surface_chla,6.2745,5,3.68,fair_good
ret3.1_ap_fs1_2014-09-17,m,summer,ret3.1,2014-09-17,fs1,surface_chla,19,1,1.64,poor
cb6.1_ap_fs1_2015-07-06,m,summer,cb6.1,2015-07-06,fs1,surface_chla,8.544,3,4.06,good
le3.6_ap_fs1_2015-07-07,m,summer,le3.6,2015-07-07,fs1,surface_chla,7.6095,5,4.46,good
le5.2_ap_fs1_2015-07-07,m,summer,le5.2,2015-07-07,fs1,surface_chla,3.54,3,2.42,fair_poor
ret3.1_ap_fs1_2015-07-14,m,summer,ret3.1,2015-07-14,fs1,surface_chla,19.1,1,1.39,poor
sbe5_ap_fs1_2015-07-15,m,summer,sbe5,2015-07-15,fs1,surface_chla,2.07,3,2.9,fair
ret4.3_ap_fs1_2015-07-21,m,summer,ret4.3,2015-07-21,fs1,surface_chla,21.4,1,1.32,poor
le3.6_ap_fs1_2015-08-03,m,summer,le3.6,2015-08-03,fs1,surface_chla,8.277,3,3.86,fair_good
cb6.1_ap_fs1_2015-08-05,m,summer,cb6.1,2015-08-05,fs1,surface_chla,7.209,5,4.47,good
le5.2_ap_fs1_2015-08-13,m,summer,le5.2,2015-08-13,fs1,surface_chla,4.735,5,3.86,fair_good
ret4.3_ap_fs1_2015-08-18,m,summer,ret4.3,2015-08-18,fs1,surface_chla,34.9,1,1,poor
le5.2_ap_fs1_2015-09-02,m,summer,le5.2,2015-09-02,fs1,surface_chla,3.56,3,2.45,fair_poor
ret3.1_ap_fs1_2015-09-09,m,summer,ret3.1,2015-09-09,fs1,surface_chla,18.7,1,2.28,fair_poor
ret4.3_ap_fs1_2015-09-15,m,summer,ret4.3,2015-09-15,fs1,surface_chla,6.69,5,2.55,fair_poor
le5.4_ap_fs1_2016-07-06,m,summer,le5.4,2016-07-06,fs1,surface_chla,6.32,5,1.97,poor
le5.2_ap_fs1_2016-07-06,m,summer,le5.2,2016-07-06,fs1,surface_chla,3.49,3,1.97,poor
le3.6_ap_fs1_2016-07-11,m,summer,le3.6,2016-07-11,fs1,surface_chla,6.8085,5,3.23,fair
sbe5_ap_fs1_2016-07-13,m,summer,sbe5,2016-07-13,fs1,surface_chla,6.69,5,2.89,fair
ret4.3_ap_fs1_2016-07-19,m,summer,ret4.3,2016-07-19,fs1,surface_chla,31.9,1,1.32,poor
ret3.1_ap_fs1_2016-07-21,m,summer,ret3.1,2016-07-21,fs1,surface_chla,18.7,1,1,poor
le5.2_ap_fs1_2016-08-02,m,summer,le5.2,2016-08-02,fs1,surface_chla,3.63,3,3.38,fair_good
ret3.1_ap_fs1_2016-08-09,m,summer,ret3.1,2016-08-09,fs1,surface_chla,20.6,1,1,poor
sbe5_ap_fs1_2016-08-10,m,summer,sbe5,2016-08-10,fs1,surface_chla,4.3,5,2.89,fair
ret4.3_ap_fs1_2016-08-16,m,summer,ret4.3,2016-08-16,fs1,surface_chla,17.2,1,1.65,poor
ret3.1_ap_fs1_2016-09-13,m,summer,ret3.1,2016-09-13,fs1,surface_chla,20.5,1,1,poor
tf3.3_ap_fs1_2016-09-13,m,summer,tf3.3,2016-09-13,fs1,surface_chla,21.4,1,1,poor
sbe5_ap_fs1_2016-09-14,m,summer,sbe5,2016-09-14,fs1,surface_chla,6.73,5,1.78,poor
cb6.1_ap_fs1_2013-07-15,m,summer,cb6.1,2013-07-15,fs1,doc,2.919,5,3.28,fair
le3.6_ap_fs1_2013-07-15,m,summer,le3.6,2013-07-15,fs1,doc,2.63,5,3.29,fair
ret4.3_ap_fs1_2013-07-16,m,summer,ret4.3,2013-07-16,fs1,doc,5.54,1,1.64,poor
cb6.1_ap_fs1_2013-08-12,m,summer,cb6.1,2013-08-12,fs1,doc,2.68,5,3.65,fair_good
le3.6_ap_fs1_2013-08-12,m,summer,le3.6,2013-08-12,fs1,doc,2.834,5,2.15,fair_poor
ret4.3_ap_fs1_2013-08-20,m,summer,ret4.3,2013-08-20,fs1,doc,4.89,1,1.78,poor
ret3.1_ap_fs1_2013-09-10,m,summer,ret3.1,2013-09-10,fs1,doc,4.24,1,1,poor
ret4.3_ap_fs1_2013-09-19,m,summer,ret4.3,2013-09-19,fs1,doc,5.16,1,1.77,poor
cb6.1_ap_fs1_2014-07-07,m,summer,cb6.1,2014-07-07,fs1,doc,2.507,5,2.92,fair
le3.6_ap_fs1_2014-07-07,m,summer,le3.6,2014-07-07,fs1,doc,2.858,5,2.6,fair_poor
sbe5_ap_fs1_2014-07-09,m,summer,sbe5,2014-07-09,fs1,doc,9.42,1,1.38,poor
ret4.3_ap_fs1_2014-07-17,m,summer,ret4.3,2014-07-17,fs1,doc,5.6,1,1,poor
cb6.1_ap_fs1_2014-08-04,m,summer,cb6.1,2014-08-04,fs1,doc,3.826,1,2.88,fair
le3.6_ap_fs1_2014-08-04,m,summer,le3.6,2014-08-04,fs1,doc,2.706,5,3.2,fair
cb6.4_ap_fs1_2014-08-05,m,summer,cb6.4,2014-08-05,fs1,doc,2.526,5,3.23,fair
sbe5_ap_fs1_2014-08-13,m,summer,sbe5,2014-08-13,fs1,doc,10.7,1,2.91,fair
ret4.3_ap_fs1_2014-08-28,m,summer,ret4.3,2014-08-28,fs1,doc,5.43,1,1.39,poor
sbe5_ap_fs1_2014-09-10,m,summer,sbe5,2014-09-10,fs1,doc,10.2,1,2.97,fair
